image_path,prediction,confidence,output_path
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1291.png,normal,0.8716454058885574,results/images_dicom\normal\Normal_1291_conf_0.87.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1296.png,normal,0.8915543556213379,results/images_dicom\normal\Normal_1296_conf_0.89.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1306.png,normal,0.8807932585477829,results/images_dicom\normal\Normal_1306_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1310.png,normal,0.9255639761686325,results/images_dicom\normal\Normal_1310_conf_0.93.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1318.png,normal,0.7377811670303345,results/images_dicom\normal\Normal_1318_conf_0.74.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1323.png,normal,0.9037038236856461,results/images_dicom\normal\Normal_1323_conf_0.90.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1336.png,normal,0.9007132798433304,results/images_dicom\normal\Normal_1336_conf_0.90.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1342.png,stone,0.6703593134880066,results/images_dicom\stone\Normal_1342_conf_0.67.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1345.png,normal,0.8301776051521301,results/images_dicom\normal\Normal_1345_conf_0.83.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1368.png,normal,0.9054832085967064,results/images_dicom\normal\Normal_1368_conf_0.91.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1371.png,normal,0.9304991438984871,results/images_dicom\normal\Normal_1371_conf_0.93.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1373.png,normal,0.9476676546037197,results/images_dicom\normal\Normal_1373_conf_0.95.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1378.png,normal,0.8661550283432007,results/images_dicom\normal\Normal_1378_conf_0.87.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1391.png,normal,0.6779007911682129,results/images_dicom\normal\Normal_1391_conf_0.68.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1397.png,normal,0.9501543007791042,results/images_dicom\normal\Normal_1397_conf_0.95.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1398.png,normal,0.928386464715004,results/images_dicom\normal\Normal_1398_conf_0.93.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1399.png,normal,0.9863692242652178,results/images_dicom\normal\Normal_1399_conf_0.99.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1410.png,normal,0.9124186784029007,results/images_dicom\normal\Normal_1410_conf_0.91.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1417.png,normal,0.8596590757369995,results/images_dicom\normal\Normal_1417_conf_0.86.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_142.png,normal,0.797256737947464,results/images_dicom\normal\Normal_142_conf_0.80.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1423.png,normal,0.8117491900920868,results/images_dicom\normal\Normal_1423_conf_0.81.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1424.png,normal,0.8954419195652008,results/images_dicom\normal\Normal_1424_conf_0.90.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1425.png,normal,0.7524989694356918,results/images_dicom\normal\Normal_1425_conf_0.75.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_143.png,normal,0.7529112696647644,results/images_dicom\normal\Normal_143_conf_0.75.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1430.png,normal,0.8510928452014923,results/images_dicom\normal\Normal_1430_conf_0.85.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1432.png,normal,0.9045691043138504,results/images_dicom\normal\Normal_1432_conf_0.90.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1445.png,normal,0.9126988872885704,results/images_dicom\normal\Normal_1445_conf_0.91.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1446.png,normal,0.7717908620834351,results/images_dicom\normal\Normal_1446_conf_0.77.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1448.png,normal,0.8766990005970001,results/images_dicom\normal\Normal_1448_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1458.png,normal,0.8016453236341476,results/images_dicom\normal\Normal_1458_conf_0.80.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1467.png,normal,0.888669028878212,results/images_dicom\normal\Normal_1467_conf_0.89.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1468.png,normal,0.8997416347265244,results/images_dicom\normal\Normal_1468_conf_0.90.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1470.png,normal,0.8733255714178085,results/images_dicom\normal\Normal_1470_conf_0.87.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1487.png,normal,0.5330861508846283,results/images_dicom\normal\Normal_1487_conf_0.53.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1490.png,normal,0.8705843240022659,results/images_dicom\normal\Normal_1490_conf_0.87.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1496.png,normal,0.8663418591022491,results/images_dicom\normal\Normal_1496_conf_0.87.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_15.png,normal,0.730387955904007,results/images_dicom\normal\Normal_15_conf_0.73.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1503.png,normal,0.8998257145285606,results/images_dicom\normal\Normal_1503_conf_0.90.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1505.png,normal,0.8556449562311172,results/images_dicom\normal\Normal_1505_conf_0.86.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1508.png,stone,0.5475241541862488,results/images_dicom\stone\Normal_1508_conf_0.55.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1510.png,normal,0.9507046714425087,results/images_dicom\normal\Normal_1510_conf_0.95.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1520.png,normal,0.9039855226874352,results/images_dicom\normal\Normal_1520_conf_0.90.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1521.png,stone,0.5491625666618347,results/images_dicom\stone\Normal_1521_conf_0.55.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1524.png,normal,0.8157972991466522,results/images_dicom\normal\Normal_1524_conf_0.82.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1533.png,normal,0.879945658147335,results/images_dicom\normal\Normal_1533_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1539.png,normal,0.9099824950098991,results/images_dicom\normal\Normal_1539_conf_0.91.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1541.png,normal,0.8777068480849266,results/images_dicom\normal\Normal_1541_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1542.png,normal,0.8338972926139832,results/images_dicom\normal\Normal_1542_conf_0.83.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1553.png,normal,0.7141289412975311,results/images_dicom\normal\Normal_1553_conf_0.71.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1554.png,stone,0.5892229676246643,results/images_dicom\stone\Normal_1554_conf_0.59.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1561.png,stone,0.8105126619338989,results/images_dicom\stone\Normal_1561_conf_0.81.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1569.png,normal,0.8058902770280838,results/images_dicom\normal\Normal_1569_conf_0.81.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_158.png,normal,0.8496688157320023,results/images_dicom\normal\Normal_158_conf_0.85.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1585.png,normal,0.7275424003601074,results/images_dicom\normal\Normal_1585_conf_0.73.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1586.png,normal,0.711292952299118,results/images_dicom\normal\Normal_1586_conf_0.71.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1587.png,normal,0.6422748565673828,results/images_dicom\normal\Normal_1587_conf_0.64.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_159.png,normal,0.7128988206386566,results/images_dicom\normal\Normal_159_conf_0.71.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1598.png,normal,0.6547130048274994,results/images_dicom\normal\Normal_1598_conf_0.65.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1602.png,normal,0.8821103870868683,results/images_dicom\normal\Normal_1602_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1624.png,normal,0.8611098527908325,results/images_dicom\normal\Normal_1624_conf_0.86.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_163.png,normal,0.6780167520046234,results/images_dicom\normal\Normal_163_conf_0.68.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_164.png,normal,0.8595853000879288,results/images_dicom\normal\Normal_164_conf_0.86.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1647.png,normal,0.7869434803724289,results/images_dicom\normal\Normal_1647_conf_0.79.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1651.png,normal,0.9057412594556808,results/images_dicom\normal\Normal_1651_conf_0.91.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1657.png,normal,0.893710121512413,results/images_dicom\normal\Normal_1657_conf_0.89.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_166.png,normal,0.79937843978405,results/images_dicom\normal\Normal_166_conf_0.80.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1669.png,normal,0.858990341424942,results/images_dicom\normal\Normal_1669_conf_0.86.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_168.png,normal,0.8124381303787231,results/images_dicom\normal\Normal_168_conf_0.81.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1682.png,normal,0.881145715713501,results/images_dicom\normal\Normal_1682_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1687.png,normal,0.7524362355470657,results/images_dicom\normal\Normal_1687_conf_0.75.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_169.png,normal,0.9489946514368057,results/images_dicom\normal\Normal_169_conf_0.95.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1694.png,normal,0.883938305079937,results/images_dicom\normal\Normal_1694_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_17.png,normal,0.8259255886077881,results/images_dicom\normal\Normal_17_conf_0.83.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1705.png,normal,0.8657694011926651,results/images_dicom\normal\Normal_1705_conf_0.87.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1710.png,normal,0.8808407932519913,results/images_dicom\normal\Normal_1710_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1711.png,normal,0.8185594528913498,results/images_dicom\normal\Normal_1711_conf_0.82.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1713.png,normal,0.8408356457948685,results/images_dicom\normal\Normal_1713_conf_0.84.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1715.png,normal,0.8968350291252136,results/images_dicom\normal\Normal_1715_conf_0.90.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1720.png,normal,0.8814559280872345,results/images_dicom\normal\Normal_1720_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1724.png,normal,0.9182930886745453,results/images_dicom\normal\Normal_1724_conf_0.92.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1725.png,normal,0.7256837487220764,results/images_dicom\normal\Normal_1725_conf_0.73.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1732.png,normal,0.6000485122203827,results/images_dicom\normal\Normal_1732_conf_0.60.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1734.png,stone,0.7982138395309448,results/images_dicom\stone\Normal_1734_conf_0.80.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1736.png,stone,0.8030162453651428,results/images_dicom\stone\Normal_1736_conf_0.80.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1743.png,normal,0.9384086206555367,results/images_dicom\normal\Normal_1743_conf_0.94.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1752.png,normal,0.9161965921521187,results/images_dicom\normal\Normal_1752_conf_0.92.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1754.png,normal,0.7546371072530746,results/images_dicom\normal\Normal_1754_conf_0.75.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1761.png,normal,0.8978976756334305,results/images_dicom\normal\Normal_1761_conf_0.90.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1762.png,normal,0.8679265230894089,results/images_dicom\normal\Normal_1762_conf_0.87.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1773.png,normal,0.8408210128545761,results/images_dicom\normal\Normal_1773_conf_0.84.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1783.png,normal,0.87430739402771,results/images_dicom\normal\Normal_1783_conf_0.87.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1787.png,normal,0.8773811906576157,results/images_dicom\normal\Normal_1787_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1788.png,normal,0.8721532225608826,results/images_dicom\normal\Normal_1788_conf_0.87.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1804.png,normal,0.9126897901296616,results/images_dicom\normal\Normal_1804_conf_0.91.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1805.png,normal,0.8868770524859428,results/images_dicom\normal\Normal_1805_conf_0.89.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1807.png,stone,0.5546858310699463,results/images_dicom\stone\Normal_1807_conf_0.55.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1819.png,normal,0.9444603286683559,results/images_dicom\normal\Normal_1819_conf_0.94.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_182.png,normal,0.8791168183088303,results/images_dicom\normal\Normal_182_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1820.png,normal,0.9083394035696983,results/images_dicom\normal\Normal_1820_conf_0.91.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1823.png,normal,0.6691442131996155,results/images_dicom\normal\Normal_1823_conf_0.67.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1827.png,normal,0.6240396499633789,results/images_dicom\normal\Normal_1827_conf_0.62.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1838.png,normal,0.885710246860981,results/images_dicom\normal\Normal_1838_conf_0.89.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1843.png,normal,0.9560046903789043,results/images_dicom\normal\Normal_1843_conf_0.96.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_185.png,normal,0.5540293455123901,results/images_dicom\normal\Normal_185_conf_0.55.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1851.png,normal,0.9100326597690582,results/images_dicom\normal\Normal_1851_conf_0.91.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1863.png,normal,0.9231627658009529,results/images_dicom\normal\Normal_1863_conf_0.92.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1865.png,normal,0.7114637792110443,results/images_dicom\normal\Normal_1865_conf_0.71.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1871.png,normal,0.8681956976652145,results/images_dicom\normal\Normal_1871_conf_0.87.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1880.png,normal,0.8154958039522171,results/images_dicom\normal\Normal_1880_conf_0.82.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1883.png,normal,0.8782805576920509,results/images_dicom\normal\Normal_1883_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1891.png,normal,0.9082643315196037,results/images_dicom\normal\Normal_1891_conf_0.91.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1899.png,normal,0.897541917860508,results/images_dicom\normal\Normal_1899_conf_0.90.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1900.png,normal,0.8631246387958527,results/images_dicom\normal\Normal_1900_conf_0.86.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_191.png,normal,0.7226496934890747,results/images_dicom\normal\Normal_191_conf_0.72.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1913.png,normal,0.8772277981042862,results/images_dicom\normal\Normal_1913_conf_0.88.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1917.png,stone,0.6432948112487793,results/images_dicom\stone\Normal_1917_conf_0.64.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1919.png,normal,0.8850840106606483,results/images_dicom\normal\Normal_1919_conf_0.89.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1926.png,normal,0.7320924401283264,results/images_dicom\normal\Normal_1926_conf_0.73.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1938.png,stone,0.5741353631019592,results/images_dicom\stone\Normal_1938_conf_0.57.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1939.png,normal,0.8550529778003693,results/images_dicom\normal\Normal_1939_conf_0.86.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1945.png,normal,0.9169492796063423,results/images_dicom\normal\Normal_1945_conf_0.92.png
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\test\normal\Normal_1954.png,normal,0.9018759354948997,results/images_dicom\normal\Normal_1954_conf_0.90.png
